Timestamp	Your Name	Number of customers/potentials/attendees:	Primary Audience Engaged	Primary Sales Conversation	Key People (Presenters, Attendees, Organizers, etc)	Outcome	Full Notes	Trip Name	Email Address	Action Items	Date	Highlights	Lowlights	Learnings	Trip Region	Number of Days	Estimated Cost (USD)	Product Mix	
10/31/2017 16:00:58	Sula Wimpenny	200	Partner	Solution (ISBU)	Nicolais Toffaloni	Successful		Wordtune	ntoffaloni2k@reuters.com	Decentralized bifurcated extranet	10/3/2017	Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.  Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.  Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	NA	3	1500		
10/31/2017 17:13:10	Sula Wimpenny	800	Customer	Solution (ISBU)	Isis Mary	Successful		Kimia	imary2l@etsy.com	Customer-focused multimedia database	10/10/2017	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.	Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.  In congue. Etiam justo. Etiam pretium iaculis justo.	EMEA	3	5000		
10/31/2017 17:24:37	Sula Wimpenny	1200	Customer	Solution (ISBU)	Maryl Turfin	Successful		Edgeblab	mturfin2m@slashdot.org	Up-sized asynchronous architecture	10/15/2017	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	LATAM	7	2000		
10/31/2017 17:28:32	Sula Wimpenny	700	Customer	Solution (ISBU)	Marlin Roome	Successful		Zooveo	mroome2n@mtv.com	Focused fresh-thinking monitoring	10/21/2017	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.	Vivamus tortor. Duis mattis egestas metus.	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.  Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	LATAM	6	2000		
11/6/2017 16:13:24	Sula Wimpenny	20	Field	Security	Kayla Jacobsz	Successful		Reallinks	kjacobsz2o@nationalgeographic.com	Compatible methodical algorithm	11/1/2017	Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	In sagittis dui vel nisl.	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	NA	1	1200		
11/6/2017 16:54:06	Sula Wimpenny	250	Customer	Security	Jacquie Woodworth	Successful		Eire	jwoodworth2p@t.co	Team-oriented maximized forecast	11/2/2017	Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.	Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	NA	1	1200		
11/6/2017 17:00:34	Sula Wimpenny	60	Customer	Security	Trever Mold	Successful		Skiba	tmold2q@indiegogo.com	Upgradable transitional implementation	11/1/2017	Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.  Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.  Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	NA	1	1200		
11/6/2017 17:13:33	Sula Wimpenny	200	Field	Security	Oliviero Riddall	Successful		Mycat	oriddall2r@i2i.jp	Switchable secondary intranet	9/25/2017	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	EMEA	5	2500		
11/7/2017 7:09:28	Sula Wimpenny	12	Customer	RHEL	Odetta McChesney	Successful		Agimba	omcchesney2s@desdev.cn	Networked neutral circuit	11/6/2017	Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.  Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	NA	1	500		
11/8/2017 15:29:56	Sula Wimpenny	1	Customer	RHEL	Uri Edelheid	Partial Success		Cogilith	uedelheid2t@bbb.org	Phased object-oriented projection	9/8/2017	Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.	In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.  Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	NA	0	200		
11/10/2017 10:07:57	Sula Wimpenny	300	Event	Containers	Ina Schutze	Successful		Gevee	ischutze2u@altervista.org	Advanced bifurcated local area network	10/23/2017	Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.  In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	EMEA	3	2600		
11/13/2017 10:49:45	Sula Wimpenny	14	Customer	Containers	Catrina Gillitt	Unsuccessful		Mydeo	cgillitt2v@gov.uk	Universal encompassing knowledge base	11/9/2017	Fusce posuere felis sed lacus.	Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.  Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.  Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	NA	1	3000		
11/13/2017 20:44:45	Sula Wimpenny	2500	Event	OpenStack	Kellby Curnokk	Successful		Skilith	kcurnokk2w@newyorker.com	Multi-tiered homogeneous toolset	11/5/2017	Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.	Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.  Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.  Fusce consequat. Nulla nisl. Nunc nisl.	APAC	4	207.91		
11/14/2017 9:39:09	Sula Wimpenny	3000	Customer	OpenStack	Christophorus McPeck	Successful		Skippad	cmcpeck2x@sbwire.com	Decentralized cohesive neural-net	11/6/2017	Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	APAC	3	3000		
11/16/2017 11:19:50	Sula Wimpenny	4	Customer	RHEL	Sada Littlepage	Partial Success		Yabox	slittlepage2y@tumblr.com	Versatile didactic time-frame	11/15/2017	Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	NA	1	2000		
11/17/2017 9:27:43	Sula Wimpenny	4	Field	Containers	Fara oldey	Successful		Jaxnation	foldey2z@wufoo.com	Enhanced zero administration emulation	11/17/2017	Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.  Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.  Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	NA	0	200		
11/20/2017 10:18:14	Sula Wimpenny	12000	Event	RHEL	Lisette Bambrick	Successful		Kazu	lbambrick30@independent.co.uk	Total didactic encryption	11/13/2017	Donec ut mauris eget massa tempor convallis.	Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.  Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.  Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	NA	4	1500		
11/20/2017 17:16:13	Sula Wimpenny	3	Engineering	RHEL	Darsey Grazier	Successful		Riffpedia	dgrazier31@ibm.com	Proactive static time-frame	9/11/2017	Cras pellentesque volutpat dui.	Quisque id justo sit amet sapien dignissim vestibulum.	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.  Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	NA	1	200		
11/20/2017 17:26:48	Jocko Stanion	400	Engineering	Vertical Solution	Mignon Bilbrooke	Successful		Dabfeed	mbilbrooke32@seattletimes.com	Realigned incremental frame	11/9/2017	Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.	Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.	Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.  Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	NA	3	1000		
11/30/2017 6:27:59	Jocko Stanion	2	Customer	Security	Lucien Libbis	Successful		Riffpath	llibbis33@boston.com	Object-based encompassing moderator	11/29/2017	Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.	Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.  Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	NA	0	200		
12/1/2017 10:09:36	Jocko Stanion	30	Customer	Solution (ISBU)	Carlynn Vears	Successful		Devify	cvears34@ucsd.edu	Progressive optimizing protocol	12/1/2017	Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	EMEA	2	700		
12/8/2017 15:20:46	Jocko Stanion	2000	Customer	Vertical Solution	Claudette Guirau	Successful		Tagchat	cguirau35@miitbeian.gov.cn	User-friendly intermediate local area network	12/4/2017	Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.	In congue. Etiam justo. Etiam pretium iaculis justo.  In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.  Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	NA	3	1800		
12/8/2017 16:37:53	Jocko Stanion	4200	Event	Containers	Blair Barwell	Successful		Thoughtblab	bbarwell36@devhub.com	Customizable fresh-thinking synergy	12/6/2017	In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.	Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.  Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.  Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	NA	3	2000		
12/13/2017 15:18:48	Jocko Stanion	2200	Event	Vertical Solution	Goldie Lidgley	Partial Success		Ooba	glidgley37@blogtalkradio.com	Grass-roots coherent benchmark	12/11/2017	Morbi non quam nec dui luctus rutrum.	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.  Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	NA	2	1500		
12/16/2017 8:42:11	Jocko Stanion	150	Customer	RHEL	Teddie Keitch	Successful		Myworks	tkeitch38@nhs.uk	Multi-layered client-driven matrix	12/5/2017	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	Pellentesque at nulla. Suspendisse potenti.	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	NA	3	2000		
12/20/2017 6:27:49	Jocko Stanion	6	Customer	RHEL	Fay Passingham	Partial Success		JumpXS	fpassingham39@eepurl.com	Exclusive optimizing open system	12/12/2017	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	NA	1	4000		
12/20/2017 9:11:24	Jocko Stanion	4200	Event	Containers	Dreddy Pottell	Successful		Riffpedia	dpottell3a@typepad.com	Multi-channelled optimizing structure	12/4/2017	Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.  Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	NA	3	2000		
12/20/2017 12:20:36	Jocko Stanion	40	Marketing	Solution (ISBU)	Keefer Feragh	Successful		Tagopia	kferagh3b@wordpress.org	Re-engineered background moderator	12/11/2017	In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	In congue. Etiam justo. Etiam pretium iaculis justo.	EMEA	3	3000		
1/16/2018 10:00:21	Jocko Stanion	20	Partner	RHEL	Salome Taffs	Successful		Skimia	staffs3c@diigo.com	Streamlined motivating customer loyalty	1/11/2018	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.	Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.  Sed ante. Vivamus tortor. Duis mattis egestas metus.  Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	NA	2	600		
1/18/2018 15:39:37	Jocko Stanion	40	Event	RHEL	Olive Kelinge	Successful		Tanoodle	okelinge3d@accuweather.com	Networked analyzing standardization	1/17/2017	Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.	Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.	Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.	NA	1	200		
1/24/2018 20:52:05	Jocko Stanion	400	Event	RHEL	Elysee Woodyear	Successful		Eamia	ewoodyear3e@hc360.com	Proactive 3rd generation database	1/24/2018	Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.	Aenean fermentum. Donec ut mauris eget massa tempor convallis.	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.  Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	NA	1	200		
1/25/2018 9:18:08	Jocko Stanion	40	Event	Solution (ISBU)	Raddie Choulerton	Successful		Snaptags	rchoulerton3f@spotify.com	Business-focused non-volatile capacity	1/22/2018	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.	Pellentesque eget nunc.	Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.	NA	5	1500		
1/25/2018 9:59:33	Jocko Stanion	40	Event	Containers	Joelie Shawcross	Partial Success		Kamba	jshawcross3g@about.me	Customer-focused well-modulated project	1/24/2018	Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.	Phasellus id sapien in sapien iaculis congue.	Phasellus in felis. Donec semper sapien a libero. Nam dui.  Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	NA	1	250		
